;HR;BR;Posture;Activity
09:18:49.435;85;23.9;-15;0.05
09:18:50.435;84;23.9;-14;0.04
09:18:51.435;84;24.8;-14;0.04
09:18:52.435;83;24.8;-12;0.08
09:18:53.435;84;25.3;-11;0.14
09:18:54.435;85;25.3;-12;0.09
09:18:55.435;86;25.8;-14;0.08
09:18:56.435;85;25.8;-14;0.05
09:18:57.435;85;25.9;-14;0.03
09:18:58.435;86;25.9;-14;0.08
09:18:59.435;86;25.7;-14;0.09
09:19:00.435;85;25.7;-15;0.03
09:19:01.435;85;25.6;-15;0.10
09:19:02.435;86;25.6;-17;0.08
09:19:03.435;86;25.1;-17;0.05
09:19:04.435;88;25.1;-17;0.04
09:19:05.435;89;24.4;-16;0.04
09:19:06.435;92;24.4;-14;0.04
09:19:07.435;92;23.5;-13;0.08
09:19:08.435;91;23.5;-11;0.08
09:19:09.435;87;22.6;-11;0.11
09:19:10.435;86;22.6;-14;0.24
09:19:11.435;86;22.2;-17;0.18
09:19:12.435;86;22.2;-19;0.05
09:19:13.435;86;22.1;-19;0.02
09:19:14.435;86;22.1;-19;0.03
09:19:15.435;87;21.7;-18;0.05
09:19:16.435;86;21.7;-18;0.02
09:19:17.435;85;21.3;-18;0.04
09:19:18.435;86;21.3;-18;0.02
09:19:19.435;89;20.7;-19;0.03
09:19:20.435;85;20.7;-17;0.03
09:19:21.435;85;20.1;-17;0.02
09:19:22.435;87;20.1;-17;0.02
09:19:23.435;86;19.6;-15;0.06
09:19:24.435;85;19.6;-14;0.03
09:19:25.435;82;19.1;-14;0.08
09:19:26.435;79;19.1;-14;0.05
09:19:27.435;79;18.7;-12;0.06
09:19:28.435;82;18.7;-14;0.17
09:19:29.435;82;18.4;-14;0.22
09:19:30.435;79;18.4;-17;0.08
09:19:31.435;76;17.4;-17;0.04
09:19:32.435;76;17.4;-18;0.02
09:19:33.435;76;16.6;-18;0.03
09:19:34.435;77;16.6;-18;0.04
09:19:35.435;81;15.8;-18;0.05
09:19:36.435;82;15.8;-19;0.03
09:19:37.435;82;15.5;-18;0.02
09:19:38.435;78;15.5;-17;0.04
09:19:39.435;76;15.4;-17;0.05
09:19:40.435;74;15.4;-15;0.04
09:19:41.435;75;15.1;-16;0.04
09:19:42.435;77;15.1;-15;0.02
09:19:43.435;78;15.1;-15;0.03
09:19:44.435;80;15.1;-14;0.11
09:19:45.435;79;15.4;-13;0.08
09:19:46.435;78;15.4;-12;0.09
09:19:47.435;78;15.6;-11;0.10
09:19:48.435;78;15.6;-12;0.16
09:19:49.435;77;16.2;-14;0.13
09:19:50.435;77;16.2;-17;0.15
09:19:51.435;78;17.2;-18;0.26
09:19:52.435;77;17.2;-20;0.11
09:19:53.435;77;18.2;-20;0.04
09:19:54.435;77;18.2;-20;0.04
09:19:55.435;77;19.1;-19;0.04
09:19:56.435;76;19.1;-18;0.07
09:19:57.435;75;19.9;-17;0.04
09:19:58.435;75;19.9;-18;0.04
09:19:59.435;75;20.6;-17;0.05
09:20:00.435;76;20.6;-17;0.06
09:20:01.435;78;21.5;-15;0.06
09:20:02.435;78;21.5;-14;0.05
09:20:03.435;78;22.4;-12;0.09
09:20:04.435;79;22.4;-13;0.07
09:20:05.435;78;22.8;-15;0.07
09:20:06.435;76;22.8;-18;0.09
09:20:07.435;75;23.2;-21;0.11
09:20:08.435;78;23.2;-17;0.10
09:20:09.435;79;23.0;-16;0.09
09:20:10.435;80;23.0;-16;0.02
09:20:11.435;81;22.2;-19;0.07
09:20:12.435;80;22.2;-20;0.08
09:20:13.435;79;21.5;-17;0.08
09:20:14.435;79;21.5;-19;0.07
09:20:15.435;81;21.2;-21;0.05
09:20:16.435;81;21.2;-21;0.06
09:20:17.435;80;20.8;-19;0.07
09:20:18.435;79;20.8;-18;0.07
09:20:19.435;79;20.6;-18;0.08
09:20:20.435;79;20.6;-20;0.09
09:20:21.435;81;20.0;-22;0.10
09:20:22.435;81;20.0;-24;0.08
09:20:23.435;82;19.2;-23;0.07
09:20:24.435;82;19.2;-23;0.10
09:20:25.435;81;18.8;-21;0.08
09:20:26.435;80;18.8;-19;0.08
09:20:27.435;82;18.4;-18;0.05
09:20:28.435;85;18.4;-18;0.03
09:20:29.435;86;18.4;-19;0.02
09:20:30.435;83;18.4;-19;0.02
09:20:31.435;80;18.6;-18;0.04
09:20:32.435;78;18.6;-17;0.04
09:20:33.435;76;18.9;-17;0.03
09:20:34.435;75;18.9;-18;0.03
09:20:35.435;75;18.8;-18;0.02
09:20:36.435;77;18.8;-17;0.03
09:20:37.435;76;18.7;-17;0.02
09:20:38.435;75;18.7;-17;0.02
09:20:39.435;74;18.7;-17;0.04
09:20:40.435;73;18.7;-17;0.02
09:20:41.435;75;18.9;-17;0.05
09:20:42.435;76;18.9;-17;0.03
09:20:43.435;79;19.1;-19;0.07
09:20:44.435;84;19.1;-19;0.03
09:20:45.435;87;19.0;-19;0.02
09:20:46.435;87;19.0;-19;0.02
09:20:47.435;84;19.2;-19;0.03
09:20:48.435;82;19.2;-18;0.03
09:20:49.435;79;19.1;-18;0.03
09:20:50.435;75;19.1;-18;0.03
09:20:51.435;72;18.7;-18;0.03
09:20:52.435;73;18.7;-18;0.02
09:20:53.435;74;18.0;-18;0.03
09:20:54.435;73;18.0;-17;0.03
09:20:55.435;72;17.4;-17;0.02
09:20:56.435;72;17.4;-17;0.07
09:20:57.435;71;16.6;-17;0.04
09:20:58.435;71;16.6;-17;0.04
09:20:59.435;72;15.5;-17;0.05
09:21:00.435;73;15.5;-16;0.03
09:21:01.435;74;14.3;-15;0.04
09:21:02.435;76;14.3;-14;0.05
09:21:03.435;77;13.5;-14;0.05
09:21:04.435;77;13.5;-12;0.09
09:21:05.435;78;12.7;-14;0.06
09:21:06.435;77;12.7;-14;0.05
09:21:07.435;76;12.4;-11;0.10
09:21:08.435;74;12.4;-11;0.10
09:21:09.435;74;12.6;-13;0.07
09:21:10.435;74;12.6;-15;0.07
09:21:11.435;74;12.8;-17;0.03
09:21:12.435;76;12.8;-18;0.02
09:21:13.435;78;13.1;-17;0.01
09:21:14.435;78;13.1;-18;0.01
09:21:15.435;75;13.2;-18;0.01
09:21:16.435;71;13.2;-18;0.01
09:21:17.435;68;13.4;-18;0.01
09:21:18.435;72;13.4;-18;0.01
09:21:19.435;74;13.9;-19;0.02
09:21:20.435;75;13.9;-19;0.01
09:21:21.435;78;14.3;-19;0.02
09:21:22.435;77;14.3;-18;0.02
09:21:23.435;75;14.6;-18;0.01
09:21:24.435;74;14.6;-17;0.03
09:21:25.435;74;15.0;-18;0.02
09:21:26.435;76;15.0;-17;0.03
09:21:27.435;75;14.7;-17;0.02
09:21:28.435;74;14.7;-17;0.01
09:21:29.435;74;13.8;-17;0.02
09:21:30.435;73;13.8;-17;0.02
09:21:31.435;72;13.3;-17;0.01
09:21:32.435;71;13.3;-17;0.02
09:21:33.435;71;12.9;-17;0.01
09:21:34.435;72;12.9;-17;0.02
09:21:35.435;74;12.8;-16;0.04
09:21:36.435;76;12.8;-17;0.03
09:21:37.435;77;13.3;-17;0.02
09:21:38.435;79;13.3;-17;0.03
09:21:39.435;80;13.5;-20;0.08
09:21:40.435;80;13.5;-20;0.10
09:21:41.435;81;13.9;-21;0.10
09:21:42.435;80;13.9;-19;0.07
09:21:43.435;80;14.0;-19;0.03
09:21:44.435;80;14.0;-19;0.02
09:21:45.435;79;14.4;-17;0.07
09:21:46.435;79;14.4;-15;0.13
09:21:47.435;78;14.8;-17;0.08
09:21:48.435;80;14.8;-17;0.23
09:21:49.435;81;15.7;-17;0.23
09:21:50.435;83;15.7;-17;0.14
09:21:51.435;85;16.2;-17;0.25
09:21:52.435;86;16.2;-18;0.11
09:21:53.435;83;17.3;-19;0.09
09:21:54.435;82;17.3;-19;0.04
09:21:55.435;80;18.3;-18;0.05
09:21:56.435;81;18.3;-18;0.05
09:21:57.435;81;18.8;-18;0.03
09:21:58.435;81;18.8;-18;0.03
09:21:59.435;82;19.7;-18;0.04
09:22:00.435;82;19.7;-18;0.03
09:22:01.435;80;20.1;-17;0.02
09:22:02.435;79;20.1;-17;0.03
09:22:03.435;79;20.8;-18;0.03
09:22:04.435;81;20.8;-18;0.05
09:22:05.435;81;21.4;-18;0.02
09:22:06.435;82;21.4;-17;0.03
09:22:07.435;80;22.3;-17;0.02
09:22:08.435;78;22.3;-17;0.03
09:22:09.435;78;22.7;-14;0.08
09:22:10.435;75;22.7;-12;0.05
09:22:11.435;76;23.4;-12;0.04
09:22:12.435;75;23.4;-14;0.04
09:22:13.435;76;23.8;-14;0.04
09:22:14.435;76;23.8;-15;0.03
09:22:15.435;77;23.8;-15;0.05
09:22:16.435;77;23.8;-15;0.04
09:22:17.435;76;23.8;-15;0.03
09:22:18.435;75;23.8;-17;0.04
09:22:19.435;75;23.8;-17;0.02
09:22:20.435;75;23.8;-17;0.02
09:22:21.435;76;24.1;-17;0.03
09:22:22.435;78;24.1;-17;0.04
09:22:23.435;80;24.1;-17;0.03
09:22:24.435;83;24.1;-19;0.02
09:22:25.435;86;24.1;-19;0.04
09:22:26.435;87;24.1;-17;0.05
09:22:27.435;83;24.1;-17;0.04
09:22:28.435;81;24.1;-17;0.16
09:22:29.435;79;24.7;-17;0.11
09:22:30.435;76;24.7;-17;0.03
09:22:31.435;77;25.2;-17;0.06
09:22:32.435;78;25.2;-17;0.04
09:22:33.435;80;25.4;-15;0.04
09:22:34.435;81;25.4;-17;0.04
09:22:35.435;80;25.6;-17;0.03
09:22:36.435;79;25.6;-17;0.02
09:22:37.435;77;25.7;-17;0.02
09:22:38.435;74;25.7;-17;0.02
09:22:39.435;72;25.8;-17;0.03
09:22:40.435;73;25.8;-16;0.02
09:22:41.435;74;25.6;-16;0.02
09:22:42.435;75;25.6;-16;0.03
09:22:43.435;76;25.5;-17;0.02
09:22:44.435;77;25.5;-17;0.02
09:22:45.435;77;25.3;-17;0.02
09:22:46.435;77;25.3;-15;0.04
09:22:47.435;77;25.2;-14;0.04
09:22:48.435;76;25.2;-14;0.03
09:22:49.435;75;24.5;-14;0.03
09:22:50.435;75;24.5;-15;0.03
09:22:51.435;75;23.9;-15;0.02
09:22:52.435;77;23.9;-14;0.05
09:22:53.435;78;23.6;-11;0.10
09:22:54.435;79;23.6;-11;0.05
09:22:55.435;81;23.6;-9;0.07
09:22:56.435;81;23.6;-10;0.06
09:22:57.435;81;23.6;-12;0.09
09:22:58.435;81;23.6;-13;0.05
09:22:59.435;82;23.4;-15;0.06
09:23:00.435;82;23.4;-17;0.04
09:23:01.435;84;23.2;-18;0.02
09:23:02.435;86;23.2;-18;0.01
09:23:03.435;80;22.9;-19;0.01
09:23:04.435;78;22.9;-19;0.01
09:23:05.435;74;22.8;-19;0.01
09:23:06.435;72;22.8;-19;0.01
09:23:07.435;73;22.6;-19;0.01
09:23:08.435;74;22.6;-19;0.01
09:23:09.435;74;22.1;-19;0.01
09:23:10.435;73;22.1;-19;0.00
09:23:11.435;72;21.7;-19;0.01
09:23:12.435;73;21.7;-19;0.01
09:23:13.435;73;21.4;-19;0.01
09:23:14.435;72;21.4;-19;0.01
09:23:15.435;74;20.7;-19;0.01
09:23:16.435;76;20.7;-19;0.02
09:23:17.435;78;20.2;-19;0.01
09:23:18.435;79;20.2;-19;0.02
09:23:19.435;80;19.6;-19;0.01
09:23:20.435;80;19.6;-19;0.01
09:23:21.435;81;19.5;-19;0.01
09:23:22.435;81;19.5;-19;0.01
09:23:23.435;79;19.3;-19;0.01
09:23:24.435;74;19.3;-19;0.01
09:23:25.435;70;19.2;-19;0.01
09:23:26.435;68;19.2;-19;0.01
09:23:27.435;69;19.1;-19;0.01
09:23:28.435;70;19.1;-19;0.01
09:23:29.435;73;19.0;-19;0.01
09:23:30.435;74;19.0;-19;0.02
09:23:31.435;75;18.9;-21;0.04
09:23:32.435;76;18.9;-22;0.10
09:23:33.435;75;18.8;-24;0.06
09:23:34.435;75;18.8;-24;0.04
09:23:35.435;74;19.0;-21;0.06
09:23:36.435;75;19.0;-21;0.04
09:23:37.435;75;19.5;-19;0.11
09:23:38.435;75;19.5;-19;0.09
09:23:39.435;75;20.3;-18;0.06
09:23:40.435;74;20.3;-19;0.10
09:23:41.435;75;20.9;-19;0.09
09:23:42.435;74;20.9;-18;0.10
09:23:43.435;74;21.8;-21;0.16
09:23:44.435;75;21.8;-21;0.14
09:23:45.435;75;22.3;-21;0.07
09:23:46.435;74;22.3;-21;0.06
09:23:47.435;73;22.8;-21;0.02
09:23:48.435;73;22.8;-21;0.03
09:23:49.435;72;23.5;-21;0.03
09:23:50.435;74;23.5;-20;0.06
09:23:51.435;76;24.2;-20;0.05
09:23:52.435;76;24.2;-20;0.04
09:23:53.435;76;24.4;-21;0.04
09:23:54.435;77;24.4;-21;0.08
09:23:55.435;75;24.7;-19;0.04
09:23:56.435;74;24.7;-18;0.05
09:23:57.435;74;24.6;-18;0.04
09:23:58.435;73;24.6;-18;0.04
09:23:59.435;73;24.6;-19;0.04
09:24:00.435;74;24.6;-19;0.04
09:24:01.435;74;24.2;-20;0.04
09:24:02.435;76;24.2;-19;0.03
09:24:03.435;77;23.6;-19;0.03
09:24:04.435;77;23.6;-18;0.03
09:24:05.435;75;23.3;-18;0.05
09:24:06.435;72;23.3;-17;0.04
09:24:07.435;73;22.8;-17;0.03
09:24:08.435;72;22.8;-15;0.04
09:24:09.435;73;22.3;-15;0.04
09:24:10.435;74;22.3;-17;0.05
09:24:11.435;76;21.6;-18;0.05
09:24:12.435;79;21.6;-19;0.03
09:24:13.435;78;20.9;-19;0.02
09:24:14.435;77;20.9;-20;0.04
09:24:15.435;75;20.4;-19;0.04
09:24:16.435;73;20.4;-17;0.09
09:24:17.435;73;19.8;-18;0.13
09:24:18.435;73;19.8;-20;0.07
09:24:19.435;74;19.0;-19;0.04
09:24:20.435;75;19.0;-18;0.07
09:24:21.435;74;18.3;-17;0.07
09:24:22.435;73;18.3;-16;0.03
09:24:23.435;74;17.7;-15;0.06
09:24:24.435;73;17.7;-15;0.04
09:24:25.435;73;17.1;-14;0.06
09:24:26.435;73;17.1;-14;0.07
09:24:27.435;73;17.2;-14;0.10
09:24:28.435;75;17.2;-14;0.04
09:24:29.435;74;17.0;-14;0.03
09:24:30.435;75;17.0;-15;0.05
09:24:31.435;76;17.1;-15;0.03
09:24:32.435;78;17.1;-14;0.03
09:24:33.435;79;17.2;-13;0.08
09:24:34.435;81;17.2;-11;0.05
09:24:35.435;81;17.3;-7;0.16
09:24:36.435;81;17.3;-5;0.12
09:24:37.435;80;17.6;-10;0.13
09:24:38.435;79;17.6;-13;0.11
09:24:39.435;79;18.3;-15;0.06
09:24:40.435;79;18.3;-18;0.07
09:24:41.435;79;18.8;-20;0.07
09:24:42.435;79;18.8;-21;0.05
09:24:43.435;78;19.4;-21;0.07
09:24:44.435;78;19.4;-18;0.12
09:24:45.435;77;20.1;-19;0.06
09:24:46.435;77;20.1;-19;0.06
09:24:47.435;75;20.5;-19;0.04
09:24:48.435;75;20.5;-19;0.03
09:24:49.435;74;20.8;-17;0.14
09:24:50.435;75;20.8;-17;0.10
09:24:51.435;76;20.9;-18;0.04
09:24:52.435;78;20.9;-19;0.09
09:24:53.435;79;21.2;-18;0.09
09:24:54.435;80;21.2;-17;0.07
09:24:55.435;80;21.4;-17;0.04
09:24:56.435;80;21.4;-17;0.04
09:24:57.435;81;21.1;-17;0.03
09:24:58.435;81;21.1;-17;0.02
09:24:59.435;82;20.5;-17;0.02
09:25:00.435;81;20.5;-17;0.02
09:25:01.435;79;20.0;-17;0.02
09:25:02.435;77;20.0;-17;0.03
09:25:03.435;76;19.8;-17;0.02
09:25:04.435;77;19.8;-17;0.02
09:25:05.435;78;19.0;-18;0.03
09:25:06.435;79;19.0;-19;0.02
09:25:07.435;79;18.3;-17;0.04
09:25:08.435;76;18.3;-17;0.03
09:25:09.435;74;18.0;-18;0.04
09:25:10.435;72;18.0;-19;0.03
09:25:11.435;71;17.7;-17;0.05
09:25:12.435;73;17.7;-17;0.06
09:25:13.435;73;17.4;-17;0.02
09:25:14.435;73;17.4;-18;0.03
09:25:15.435;74;16.9;-17;0.03
09:25:16.435;73;16.9;-18;0.04
09:25:17.435;74;16.4;-18;0.06
09:25:18.435;76;16.4;-18;0.03
09:25:19.435;78;16.6;-17;0.08
09:25:20.435;81;16.6;-17;0.03
09:25:21.435;81;16.7;-17;0.04
09:25:22.435;79;16.7;-17;0.05
09:25:23.435;76;16.5;-18;0.03
09:25:24.435;76;16.5;-18;0.02
09:25:25.435;76;16.7;-18;0.02
09:25:26.435;77;16.7;-17;0.03
09:25:27.435;76;16.5;-17;0.04
09:25:28.435;75;16.5;-17;0.02
09:25:29.435;74;16.4;-17;0.05
09:25:30.435;73;16.4;-17;0.03
09:25:31.435;72;16.5;-18;0.03
09:25:32.435;71;16.5;-18;0.03
09:25:33.435;71;16.7;-17;0.05
09:25:34.435;71;16.7;-16;0.07
09:25:35.435;72;17.1;-14;0.07
09:25:36.435;71;17.1;-14;0.03
09:25:37.435;72;17.5;-14;0.05
09:25:38.435;73;17.5;-15;0.03
09:25:39.435;73;17.5;-12;0.09
09:25:40.435;73;17.5;-12;0.06
09:25:41.435;72;17.9;-12;0.05
09:25:42.435;71;17.9;-14;0.06
09:25:43.435;73;18.5;-15;0.05
09:25:44.435;74;18.5;-17;0.07
09:25:45.435;75;19.0;-19;0.05
09:25:46.435;77;19.0;-20;0.04
09:25:47.435;77;19.8;-19;0.06
09:25:48.435;77;19.8;-15;0.09
09:25:49.435;78;20.5;-11;0.13
09:25:50.435;77;20.5;-8;0.11
09:25:51.435;77;21.2;-7;0.07
09:25:52.435;77;21.2;-7;0.05
09:25:53.435;77;21.8;-10;0.09
09:25:54.435;77;21.8;-14;0.13
09:25:55.435;76;22.3;-18;0.12
09:25:56.435;77;22.3;-21;0.08
09:25:57.435;76;23.0;-19;0.08
09:25:58.435;76;23.0;-20;0.10
09:25:59.435;76;23.7;-22;0.10
09:26:00.435;76;23.7;-24;0.10
09:26:01.435;76;24.1;-25;0.06
09:26:02.435;76;24.1;-23;0.14
09:26:03.435;77;24.1;-19;0.16
09:26:04.435;78;24.1;-18;0.12
09:26:05.435;79;24.1;-18;0.04
09:26:06.435;80;24.1;-18;0.02
09:26:07.435;79;23.8;-18;0.03
09:26:08.435;78;23.8;-19;0.02
09:26:09.435;78;23.5;-19;0.02
09:26:10.435;76;23.5;-19;0.02
09:26:11.435;74;23.2;-19;0.02
09:26:12.435;73;23.2;-19;0.02
09:26:13.435;72;22.7;-19;0.02
09:26:14.435;72;22.7;-20;0.03
09:26:15.435;74;22.3;-19;0.03
09:26:16.435;75;22.3;-19;0.04
09:26:17.435;76;21.8;-19;0.03
09:26:18.435;79;21.8;-18;0.03
09:26:19.435;78;21.5;-17;0.03
09:26:20.435;77;21.5;-17;0.03
09:26:21.435;75;21.4;-17;0.03
09:26:22.435;72;21.4;-17;0.02
09:26:23.435;73;21.7;-17;0.03
09:26:24.435;72;21.7;-18;0.03
09:26:25.435;73;21.9;-18;0.03
09:26:26.435;74;21.9;-19;0.02
09:26:27.435;75;22.1;-19;0.05
09:26:28.435;75;22.1;-19;0.04
09:26:29.435;75;22.3;-20;0.07
09:26:30.435;75;22.3;-19;0.11
09:26:31.435;74;22.2;-19;0.10
09:26:32.435;75;22.2;-19;0.05
09:26:33.435;75;22.7;-18;0.09
09:26:34.435;75;22.7;-17;0.07
09:26:35.435;74;23.1;-18;0.08
09:26:36.435;74;23.1;-19;0.11
09:26:37.435;74;23.8;-19;0.08
09:26:38.435;76;23.8;-19;0.05
09:26:39.435;79;24.1;-19;0.05
09:26:40.435;81;24.1;-19;0.05
09:26:41.435;81;24.7;-19;0.03
09:26:42.435;79;24.7;-18;0.03
09:26:43.435;78;25.5;-17;0.03
09:26:44.435;77;25.5;-17;0.02
09:26:45.435;77;26.0;-17;0.02
09:26:46.435;76;26.0;-17;0.03
09:26:47.435;76;26.4;-17;0.03
09:26:48.435;76;26.4;-17;0.04
09:26:49.435;76;26.7;-17;0.05
09:26:50.435;77;26.7;-17;0.13
09:26:51.435;77;27.9;-15;0.12
09:26:52.435;75;27.9;-15;0.24
09:26:53.435;73;29.0;-15;0.08
09:26:54.435;72;29.0;-17;0.10
09:26:55.435;72;30.0;-17;0.06
09:26:56.435;72;30.0;-17;0.07
09:26:57.435;75;30.6;-18;0.05
09:26:58.435;78;30.6;-18;0.05
09:26:59.435;80;31.4;-18;0.06
09:27:00.435;82;31.4;-18;0.07
09:27:01.435;79;31.6;-18;0.05
09:27:02.435;75;31.6;-19;0.09
09:27:03.435;71;31.1;-19;0.05
09:27:04.435;68;31.1;-18;0.10
09:27:05.435;68;30.7;-18;0.10
09:27:06.435;69;30.7;-18;0.11
09:27:07.435;70;30.4;-18;0.06
09:27:08.435;73;30.4;-18;0.06
09:27:09.435;74;30.0;-18;0.13
09:27:10.435;76;30.0;-18;0.16
09:27:11.435;76;29.7;-19;0.15
09:27:12.435;74;29.7;-18;0.12
09:27:13.435;73;29.2;-18;0.08
09:27:14.435;72;29.2;-18;0.09
09:27:15.435;71;28.7;-18;0.13
09:27:16.435;71;28.7;-18;0.16
09:27:17.435;73;28.8;-18;0.11
09:27:18.435;75;28.8;-18;0.11
09:27:19.435;77;29.2;-16;0.17
09:27:20.435;78;29.2;-16;0.16
09:27:21.435;79;29.9;-16;0.09
09:27:22.435;77;29.9;-15;0.09
09:27:23.435;74;31.1;-17;0.12
09:27:24.435;72;31.1;-17;0.05
09:27:25.435;72;32.5;-17;0.06
09:27:26.435;72;32.5;-17;0.12
09:27:27.435;73;34.3;-17;0.13
09:27:28.435;74;34.3;-17;0.08
09:27:29.435;73;35.7;-18;0.21
09:27:30.435;74;35.7;-17;0.07
09:27:31.435;74;36.6;-16;0.20
09:27:32.435;76;36.6;-16;0.13
09:27:33.435;75;37.8;-15;0.09
09:27:34.435;75;37.8;-16;0.04
09:27:35.435;74;39.1;-16;0.11
09:27:36.435;73;39.1;-18;0.10
09:27:37.435;74;40.3;-18;0.07
09:27:38.435;73;40.3;-18;0.07
09:27:39.435;74;40.7;-18;0.04
09:27:40.435;74;40.7;-17;0.06
09:27:41.435;72;41.5;-18;0.11
09:27:42.435;72;41.5;-17;0.03
09:27:43.435;70;41.8;-18;0.05
09:27:44.435;70;41.8;-18;0.06
09:27:45.435;71;42.1;-18;0.10
09:27:46.435;70;42.1;-19;0.06
09:27:47.435;72;42.7;-18;0.03
09:27:48.435;72;42.7;-18;0.04
09:27:49.435;71;43.5;-18;0.04
09:27:50.435;70;43.5;-19;0.06
09:27:51.435;70;44.0;-19;0.05
09:27:52.435;71;44.0;-18;0.06
09:27:53.435;71;44.4;-18;0.05
09:27:54.435;72;44.4;-18;0.03
09:27:55.435;71;44.4;-17;0.13
09:27:56.435;70;44.4;-18;0.11
09:27:57.435;72;44.2;-18;0.10
09:27:58.435;72;44.2;-18;0.07
09:27:59.435;73;44.6;-19;0.05
09:28:00.435;73;44.6;-19;0.07
09:28:01.435;72;44.3;-19;0.10
09:28:02.435;72;44.3;-19;0.12
09:28:03.435;73;44.1;-19;0.11
09:28:04.435;75;44.1;-18;0.09
09:28:05.435;76;43.9;-18;0.07
09:28:06.435;76;43.9;-18;0.08
09:28:07.435;74;43.1;-18;0.06
09:28:08.435;74;43.1;-18;0.06
09:28:09.435;73;42.1;-17;0.05
09:28:10.435;71;42.1;-18;0.07
09:28:11.435;72;40.9;-18;0.04
09:28:12.435;71;40.9;-18;0.07
09:28:13.435;71;39.5;-19;0.10
09:28:14.435;71;39.5;-18;0.06
09:28:15.435;71;38.6;-18;0.04
09:28:16.435;70;38.6;-18;0.03
09:28:17.435;69;37.4;-17;0.05
09:28:18.435;70;37.4;-17;0.05
09:28:19.435;69;36.1;-17;0.04
09:28:20.435;69;36.1;-17;0.05
09:28:21.435;68;35.2;-19;0.04
09:28:22.435;68;35.2;-19;0.03
09:28:23.435;68;34.4;-17;0.06
09:28:24.435;68;34.4;-18;0.05
09:28:25.435;70;33.6;-18;0.05
09:28:26.435;71;33.6;-18;0.06
09:28:27.435;72;33.0;-19;0.10
09:28:28.435;75;33.0;-20;0.06
09:28:29.435;76;33.0;-21;0.10
09:28:30.435;76;33.0;-20;0.04
09:28:31.435;75;33.3;-19;0.05
09:28:32.435;74;33.3;-18;0.06
09:28:33.435;74;33.3;-17;0.07
09:28:34.435;73;33.3;-17;0.06
09:28:35.435;74;33.2;-16;0.06
09:28:36.435;74;33.2;-18;0.07
09:28:37.435;74;33.2;-19;0.04
09:28:38.435;74;33.2;-20;0.04
09:28:39.435;75;33.2;-20;0.04
09:28:40.435;76;33.2;-21;0.02
09:28:41.435;77;33.2;-21;0.02
09:28:42.435;74;33.2;-21;0.02
09:28:43.435;71;33.2;-21;0.03
09:28:44.435;70;33.2;-21;0.02
09:28:45.435;70;33.2;-21;0.02
09:28:46.435;71;33.2;-21;0.03
09:28:47.435;71;33.2;-21;0.04
09:28:48.435;71;33.2;-21;0.03
09:28:49.435;71;32.8;-21;0.04
09:28:50.435;72;32.8;-21;0.03
09:28:51.435;72;32.6;-21;0.03
09:28:52.435;73;32.6;-21;0.04
09:28:53.435;74;32.6;-21;0.07
09:28:54.435;75;32.6;-21;0.07
09:28:55.435;75;32.3;-21;0.02
09:28:56.435;76;32.3;-21;0.03
09:28:57.435;77;32.1;-21;0.06
09:28:58.435;79;32.1;-21;0.02
09:28:59.435;83;31.6;-19;0.05
09:29:00.435;87;31.6;-19;0.07
09:29:01.435;89;30.8;-19;0.02
09:29:02.435;90;30.8;-19;0.02
09:29:03.435;87;30.2;-19;0.04
09:29:04.435;84;30.2;-17;0.05
09:29:05.435;80;29.6;-17;0.04
09:29:06.435;77;29.6;-17;0.03
09:29:07.435;78;28.7;-17;0.04
09:29:08.435;81;28.7;-17;0.03
09:29:09.435;82;27.9;-15;0.05
09:29:10.435;81;27.9;-15;0.04
09:29:11.435;79;26.9;-15;0.03
09:29:12.435;76;26.9;-15;0.05
09:29:13.435;75;25.8;-15;0.06
09:29:14.435;74;25.8;-15;0.05
09:29:15.435;75;24.4;-15;0.04
09:29:16.435;78;24.4;-15;0.06
09:29:17.435;78;22.9;-14;0.05
09:29:18.435;74;22.9;-15;0.03
09:29:19.435;69;21.5;-15;0.03
09:29:20.435;67;21.5;-15;0.05
09:29:21.435;68;20.2;-15;0.06
09:29:22.435;69;20.2;-15;0.04
09:29:23.435;72;18.8;-15;0.04
09:29:24.435;72;18.8;-15;0.05
09:29:25.435;72;17.5;-15;0.05
09:29:26.435;72;17.5;-15;0.05
09:29:27.435;70;16.7;-15;0.04
09:29:28.435;70;16.7;-15;0.07
09:29:29.435;69;15.9;-14;0.06
09:29:30.435;71;15.9;-14;0.07
09:29:31.435;71;15.5;-14;0.12
09:29:32.435;70;15.5;-14;0.07
09:29:33.435;70;15.5;-14;0.04
09:29:34.435;71;15.5;-14;0.04
09:29:35.435;71;15.7;-14;0.04
09:29:36.435;72;15.7;-14;0.04
09:29:37.435;71;16.0;-13;0.04
09:29:38.435;71;16.0;-11;0.07
09:29:39.435;69;16.8;-8;0.08
09:29:40.435;71;16.8;-10;0.15
09:29:41.435;75;17.8;-10;0.14
09:29:42.435;77;17.8;-11;0.10
09:29:43.435;79;19.0;-12;0.15
09:29:44.435;77;19.0;-11;0.07
09:29:45.435;72;20.1;-11;0.15
09:29:46.435;68;20.1;-12;0.17
09:29:47.435;65;21.1;-12;0.12
09:29:48.435;63;21.1;-14;0.03
09:29:49.435;65;22.0;-14;0.04
09:29:50.435;66;22.0;-15;0.04
09:29:51.435;70;22.5;-15;0.03
09:29:52.435;71;22.5;-15;0.03
09:29:53.435;72;22.6;-15;0.04
